tick,ts_ms,temp_raw_q88,moist_raw_q88,press_raw_q88,vib_raw_q88,temp_filt_q88,moist_filt_q88,press_filt_q88,vib_filt_q88,fsm_state,heater_en,fan_pwm,valve,alarms_mask,alarm_edge,event_code,fifo_occ,fifo_drops,proto_id,valid,ready,fire,bytes_sent,frame_inflight
1179,117900,11667,5323,28848,1056,11687,6634,28378,1004,2,1,200,1,0,0,0,256,103,1,1,1,0,1,0
1180,118000,11700,5305,28870,1080,11685,6626,28375,1005,2,1,200,1,0,0,0,256,103,1,1,1,1,40,1
1181,118100,11653,5238,28889,1069,11680,6591,28372,1006,2,1,200,1,0,0,0,256,104,1,1,1,0,1,0
1182,118200,11685,5075,28885,1079,11675,6562,28371,1006,2,1,200,1,0,0,0,256,104,1,1,1,1,40,1
1183,118300,11714,5143,28889,1082,11675,6217,28500,1022,2,1,200,0,0,0,0,256,105,1,1,1,0,1,0
1184,118400,11731,7772,27874,929,11681,6213,28504,1022,2,1,200,0,0,0,0,256,105,1,1,1,1,40,1
1185,118500,11672,7735,27847,952,11685,6188,28500,1023,2,1,200,0,0,0,0,256,106,1,1,1,0,1,0
1186,118600,11689,7849,27877,944,11688,6180,28497,1023,2,1,200,0,0,0,0,256,106,1,1,0,0,0,0
1187,118700,11657,7738,27824,953,11687,6481,28369,1011,2,1,200,1,0,0,0,256,107,1,1,1,1,40,1
1188,118800,11683,5228,28844,1077,11685,6472,28366,1010,2,1,200,1,0,0,0,256,108,1,1,1,0,1,0
1189,118900,11677,5272,28913,1081,11688,6476,28369,1012,2,1,200,1,0,0,0,256,108,1,1,1,1,40,1
1190,119000,11710,5196,28914,1063,11691,6491,28372,1010,2,1,200,1,0,0,0,256,109,1,1,1,0,1,0
1191,119100,11714,5250,28875,1078,11691,6505,28371,1009,2,1,200,1,0,0,0,256,109,1,1,1,1,40,1
1192,119200,11663,5239,28863,1084,11683,6188,28494,1029,2,1,200,0,0,0,0,256,110,1,1,1,0,1,0
1193,119300,11650,7709,27827,936,11680,6185,28492,1027,2,1,200,0,0,0,0,256,110,1,1,0,0,0,0
1194,119400,11642,7740,27863,944,11674,6171,28490,1027,2,1,200,0,0,0,0,256,111,1,1,1,1,40,1
1195,119500,11683,7830,27863,937,11677,6183,28495,1025,2,1,200,0,0,0,0,256,112,1,1,1,0,1,0
1196,119600,11677,7789,27907,938,11677,6503,28378,1007,2,1,200,1,0,0,0,256,112,1,1,1,1,40,1
1197,119700,11715,5216,28864,1077,11681,6496,28372,1007,2,1,200,1,0,0,0,256,113,1,1,0,0,0,1
1198,119800,11687,5141,28902,1070,11678,6489,28370,1008,2,1,200,1,0,0,0,256,114,1,1,1,0,1,0
1199,119900,11723,5187,28913,1084,11680,6481,28375,1008,2,1,200,1,0,0,0,256,114,1,1,1,1,40,1
1200,120000,11735,5207,28865,1083,11689,6477,28375,1008,2,1,200,1,0,0,0,256,115,0,1,0,0,0,1
1201,120100,11746,5151,28928,1085,11701,6157,28513,1027,2,1,200,0,0,0,0,256,116,0,1,1,0,1,0
1202,120200,11735,7741,27906,965,11712,6157,28518,1029,2,1,200,0,0,0,0,256,116,0,1,1,1,40,0
1203,120300,11684,7785,27852,955,11712,6152,28517,1032,2,1,200,0,0,0,0,256,116,0,1,0,0,0,0
1204,120400,11671,7701,27885,952,11712,6141,28514,1033,2,1,200,0,0,0,0,256,117,0,1,1,1,40,0
1205,120500,11620,7694,27854,964,11700,6450,28388,1019,2,1,200,1,0,0,0,256,117,0,1,1,1,40,0
1206,120600,11657,5181,28883,1069,11696,6455,28385,1019,2,1,200,1,0,0,0,256,117,0,1,1,1,40,0
1207,120700,11696,5184,28896,1077,11693,6455,28383,1018,2,1,200,1,0,0,0,256,117,0,1,1,1,40,0
1208,120800,11656,5266,28895,1093,11683,6462,28387,1020,2,1,200,1,0,0,0,256,117,0,1,1,1,40,0
1209,120900,11705,5265,28912,1073,11678,6477,28385,1018,2,1,200,1,0,0,0,256,117,0,1,1,1,40,0
1210,121000,11656,5269,28868,1073,11668,6168,28505,1032,2,1,200,0,0,0,0,256,117,0,1,1,1,40,0
1211,121100,11662,7723,27894,946,11665,6160,28510,1030,2,1,200,0,0,0,0,256,117,0,1,0,0,0,0
1212,121200,11699,7812,27834,964,11668,6174,28504,1032,2,1,200,0,0,0,0,256,118,0,1,1,1,40,0
1213,121300,11645,7801,27865,958,11672,6187,28505,1031,2,1,200,0,0,0,0,256,118,0,1,1,1,40,0
1214,121400,11739,7763,27881,940,11682,6510,28380,1015,2,1,200,1,0,0,0,256,118,0,1,1,1,40,0
1215,121500,11679,5183,28925,1098,11680,6510,28384,1018,2,1,200,1,0,0,0,256,118,0,1,1,1,40,0
1216,121600,11705,5343,28914,1097,11686,6519,28386,1018,2,1,200,1,0,0,0,256,118,0,1,1,1,40,0
1217,121700,11651,5388,28929,1084,11679,6535,28388,1020,2,1,200,1,0,0,0,256,118,0,1,1,1,40,0
1218,121800,11682,5200,28858,1082,11682,6526,28387,1021,2,1,200,1,0,0,0,256,118,0,1,1,1,40,0
1219,121900,11676,5287,28920,1096,11684,6222,28515,1039,2,1,200,0,0,0,0,256,118,0,1,1,1,40,0
1220,122000,11734,7818,27875,970,11688,6222,28520,1040,2,1,200,0,0,0,0,256,118,0,1,1,1,40,0
1221,122100,11723,7702,27872,965,11698,6210,28521,1041,2,1,200,0,0,0,0,256,118,0,1,1,1,40,0
1222,122200,11628,7849,27884,955,11684,6221,28522,1043,2,1,200,0,0,0,0,256,118,0,1,1,1,40,0
1223,122300,11667,7823,27857,953,11683,6551,28388,1025,2,1,200,1,0,0,0,256,118,0,1,1,1,40,0
1224,122400,11690,5216,28903,1079,11681,6535,28387,1023,2,1,200,1,0,0,0,256,118,0,1,0,0,0,0
1225,122500,11641,5236,28896,1089,11680,6516,28383,1023,2,1,200,1,0,0,0,256,119,0,1,1,1,40,0
1226,122600,11624,5168,28939,1094,11672,6512,28393,1025,2,1,200,1,0,0,0,256,119,0,1,1,1,40,0
1227,122700,11644,5313,28876,1078,11668,6515,28387,1022,2,1,200,1,0,0,0,256,119,0,1,1,1,40,0
1228,122800,11648,5115,28916,1089,11658,6177,28517,1037,2,1,200,0,0,0,0,256,119,0,1,1,1,40,0
1229,122900,11660,7708,27845,949,11650,6178,28514,1035,2,1,200,0,0,0,0,256,119,0,1,1,1,40,0
1230,123000,11657,7836,27882,952,11653,6176,28514,1035,2,1,200,0,0,0,0,256,119,0,1,1,1,40,0
1231,123100,11583,7727,27870,975,11643,6164,28515,1038,2,1,200,0,0,0,0,256,119,0,1,1,1,40,0
1232,123200,11673,7804,27863,967,11641,6488,28385,1024,2,1,200,1,0,0,0,256,119,0,1,1,1,40,0
1233,123300,11620,5246,28917,1084,11638,6489,28388,1023,2,1,200,1,0,0,0,256,119,0,1,1,1,40,0
1234,123400,11630,5245,28874,1084,11639,6499,28380,1022,2,1,200,1,0,0,0,256,119,0,1,1,1,40,0
1235,123500,11695,5191,28915,1077,11645,6484,28385,1022,2,1,200,1,0,0,0,256,119,0,1,1,1,40,0
1236,123600,11647,5209,28936,1077,11645,6495,28387,1020,2,1,200,1,0,0,0,256,119,0,1,1,1,40,0
1237,123700,11634,5384,28917,1078,11642,6205,28521,1036,2,1,200,0,0,0,0,256,119,0,1,1,1,40,0
1238,123800,11694,7682,27855,973,11647,6186,28518,1039,2,1,200,0,0,0,0,256,119,0,1,1,1,40,0
1239,123900,11694,7879,27919,962,11660,6205,28524,1037,2,1,200,0,0,0,0,256,119,0,1,0,0,0,0
1240,124000,11666,7917,27904,949,11660,6219,28529,1035,2,1,200,0,0,0,0,256,120,0,1,1,1,40,0
1241,124100,11756,7911,27886,946,11677,6552,28400,1018,2,1,200,1,0,0,0,256,120,0,1,1,1,40,0
1242,124200,11662,5231,28910,1077,11681,6550,28405,1017,2,1,200,1,0,0,0,256,120,0,1,1,1,40,0
1243,124300,11690,5269,28933,1087,11680,6560,28407,1018,2,1,200,1,0,0,0,256,120,0,1,1,1,40,0
1244,124400,11659,5426,28898,1097,11681,6587,28402,1021,2,1,200,1,0,0,0,256,120,0,1,1,1,40,0
1245,124500,11584,5193,28921,1078,11675,6563,28403,1021,2,1,200,1,0,0,0,256,120,0,1,1,1,40,0
1246,124600,11652,5209,28906,1082,11670,6254,28534,1034,2,1,200,0,0,0,0,256,120,0,1,1,1,40,0
1247,124700,11605,7761,27910,964,11659,6239,28533,1035,2,1,200,0,0,0,0,256,120,0,1,1,1,40,0
1248,124800,11718,7857,27939,969,11665,6232,28537,1037,2,1,200,0,0,0,0,256,120,0,1,1,1,40,0
1249,124900,11620,7914,27864,971,11648,6232,28535,1040,2,1,200,0,0,0,0,256,120,0,1,1,1,40,0
1250,125000,11620,7793,27920,967,11643,6552,28411,1026,2,1,200,1,0,0,0,256,120,1,1,1,1,40,1
1251,125100,11697,5286,28929,1083,11644,6554,28410,1026,2,1,200,1,0,0,0,256,121,1,1,1,0,1,0
1252,125200,11684,5405,28959,1099,11647,6552,28418,1026,2,1,200,1,0,0,0,256,121,1,1,1,1,40,1
1253,125300,11668,5222,28896,1063,11658,6555,28415,1024,2,1,200,1,0,0,0,256,122,1,1,1,0,1,0
1254,125400,11667,5321,28940,1085,11659,6569,28419,1025,2,1,200,1,0,0,0,256,122,1,1,1,1,40,1
1255,125500,11645,5322,28924,1085,11664,6265,28546,1040,2,1,200,0,0,0,0,256,123,1,1,0,0,0,1
1256,125600,11620,7830,27895,955,11652,6261,28540,1038,2,1,200,0,0,0,0,256,124,1,1,1,0,1,0
1257,125700,11591,7739,27870,949,11649,6239,28541,1035,2,1,200,0,0,0,0,256,124,1,1,1,1,40,1
1258,125800,11634,7911,27888,960,11650,6254,28537,1034,2,1,200,0,0,0,0,256,125,1,1,1,0,1,0
1259,125900,11642,7782,27931,944,11643,6566,28412,1017,2,1,200,1,0,0,0,256,125,1,1,1,1,40,1
1260,126000,11618,5482,28908,1115,11635,6576,28406,1019,2,1,200,1,0,0,0,256,126,1,1,1,0,1,0
1261,126100,11644,5364,28911,1084,11632,6593,28408,1022,2,1,200,1,0,0,0,256,126,1,1,1,1,40,1
1262,126200,11600,5195,28942,1084,11624,6578,28408,1022,2,1,200,1,0,0,0,256,127,1,1,1,0,1,0
1263,126300,11632,5263,28934,1083,11622,6570,28409,1021,2,1,200,1,0,0,0,256,127,1,1,1,1,40,1
1264,126400,11592,5398,28937,1090,11619,6266,28540,1038,2,1,200,0,0,0,0,256,128,1,1,0,0,0,1
1265,126500,11652,7855,27877,952,11626,6281,28541,1039,2,1,200,0,0,0,0,256,129,1,1,1,0,1,0
1266,126600,11627,7866,27930,954,11625,6275,28546,1038,2,1,200,0,0,0,0,256,129,1,1,0,0,0,0
1267,126700,11641,7960,27889,945,11625,6297,28541,1038,2,1,200,0,0,0,0,256,130,1,1,1,1,40,1
1268,126800,11582,7882,27886,952,11621,6597,28413,1018,2,1,200,1,0,0,0,256,131,1,1,1,0,1,0
1269,126900,11605,5171,28926,1076,11616,6573,28415,1017,2,1,200,1,0,0,0,256,131,1,1,1,1,40,1
1270,127000,11646,5361,28922,1093,11622,6594,28412,1018,2,1,200,1,0,0,0,256,132,1,1,1,0,1,0
1271,127100,11660,5399,28933,1070,11625,6611,28412,1016,2,1,200,1,0,0,0,256,132,1,1,1,1,40,1
1272,127200,11648,5324,28988,1097,11632,6602,28418,1017,2,1,200,1,0,0,0,256,133,1,1,1,0,1,0
1273,127300,11610,5312,28907,1078,11627,6284,28547,1033,2,1,200,0,0,0,0,256,133,1,1,1,1,40,1
1274,127400,11641,7827,27841,968,11629,6279,28536,1034,2,1,200,0,0,0,0,256,134,1,1,1,0,1,0
1275,127500,11684,8085,27907,951,11634,6295,28538,1035,2,1,200,0,0,0,0,256,134,1,1,1,1,40,1
1276,127600,11599,7747,27882,966,11636,6278,28538,1037,2,1,200,0,0,0,0,256,135,1,1,1,0,1,0
1277,127700,11687,7941,27881,950,11646,6624,28407,1021,2,1,200,1,0,0,0,256,135,1,1,1,1,40,1
1278,127800,11651,5390,28938,1070,11647,6628,28409,1018,2,1,200,1,0,0,0,256,136,1,1,0,0,0,1
1279,127900,11651,5342,28921,1075,11646,6621,28408,1019,2,1,200,1,0,0,0,256,137,1,1,1,0,1,0
1280,128000,11668,5472,28925,1076,11648,6639,28400,1016,2,1,200,1,0,0,0,256,137,1,1,0,0,0,0
1281,128100,11635,5235,28917,1065,11652,6629,28401,1015,2,1,200,1,0,0,0,256,138,1,1,1,1,40,1
1282,128200,11647,5402,28898,1067,11652,6326,28533,1027,2,1,200,0,0,0,0,256,139,1,1,1,0,1,0
1283,128300,11626,7732,27893,949,11645,6282,28531,1027,2,1,200,0,0,0,0,256,139,1,1,1,1,40,1
1284,128400,11660,7908,27878,933,11653,6302,28531,1023,2,1,200,0,0,0,0,256,140,1,1,1,0,1,0
1285,128500,11578,8040,27901,932,11639,6315,28533,1020,2,1,200,0,0,0,0,256,140,1,1,1,1,40,1
1286,128600,11590,8032,27914,916,11631,6645,28405,1001,2,1,200,1,0,0,0,256,141,1,1,0,0,0,1
1287,128700,11629,5351,28953,1078,11629,6646,28409,1002,2,1,200,1,0,0,0,256,142,1,1,1,0,1,0
1288,128800,11685,5344,28953,1089,11631,6630,28413,1003,2,1,200,1,0,0,0,256,142,1,1,1,1,40,1
1289,128900,11605,5190,28889,1086,11627,6624,28409,1006,2,1,200,1,0,0,0,256,143,1,1,1,0,1,0
1290,129000,11655,5421,28928,1081,11628,6627,28413,1008,2,1,200,1,0,0,0,256,143,1,1,1,1,40,1
1291,129100,11633,5267,28978,1082,11629,6319,28549,1024,2,1,200,0,0,0,0,256,144,1,1,1,0,1,0
1292,129200,11650,7984,27896,960,11628,6328,28551,1028,2,1,200,0,0,0,0,256,144,1,1,1,1,40,1
1293,129300,11605,7795,27940,953,11631,6298,28556,1030,2,1,200,0,0,0,0,256,145,1,1,1,0,1,0
1294,129400,11618,7917,27899,947,11635,6283,28554,1034,2,1,200,0,0,0,0,256,145,1,1,1,1,40,1
1295,129500,11583,8044,27860,940,11629,6620,28417,1017,2,1,200,1,0,0,0,256,146,1,1,1,0,1,0
1296,129600,11682,5406,28951,1062,11628,6628,28417,1013,2,1,200,1,0,0,0,256,146,1,1,1,1,40,1
1297,129700,11589,5319,28903,1077,11626,6644,28419,1012,2,1,200,1,0,0,0,256,147,1,1,1,0,1,0
1298,129800,11550,5333,28934,1082,11613,6633,28420,1012,2,1,200,1,0,0,0,256,147,1,1,1,1,40,1
1299,129900,11560,5349,28897,1072,11604,6643,28410,1011,2,1,200,1,0,0,0,256,148,1,1,1,0,1,0
1300,130000,11562,5395,28927,1085,11593,6319,28538,1027,2,1,200,0,0,0,0,256,148,0,1,0,0,0,0
1301,130100,11635,7812,27916,937,11597,6321,28535,1025,2,1,200,0,0,0,0,256,149,0,1,1,1,40,0
1302,130200,11645,7876,27888,945,11600,6316,28534,1025,2,1,200,0,0,0,0,256,149,0,1,1,1,40,0
1303,130300,11565,7925,27889,940,11598,6301,28538,1025,2,1,200,0,0,0,0,256,149,0,1,1,1,40,0
1304,130400,11618,7897,27945,929,11590,6613,28412,1008,2,1,200,1,0,0,0,256,149,0,1,1,1,40,0
1305,130500,11603,5352,28914,1080,11592,6617,28413,1008,2,1,200,1,0,0,0,256,149,0,1,1,1,40,0
1306,130600,11599,5239,28930,1053,11598,6605,28413,1005,2,1,200,1,0,0,0,256,149,0,1,1,1,40,0
1307,130700,11612,5315,28936,1073,11604,6601,28418,1005,2,1,200,1,0,0,0,256,149,0,1,1,1,40,0
1308,130800,11578,5407,28948,1076,11606,6602,28420,1004,2,1,200,1,0,0,0,256,149,0,1,1,1,40,0
1309,130900,11631,5341,28932,1070,11606,6294,28547,1020,2,1,200,0,0,0,0,256,149,0,1,1,1,40,0
1310,131000,11554,7940,27914,933,11595,6302,28551,1019,2,1,200,0,0,0,0,256,149,0,1,1,1,40,0
1311,131100,11571,8039,27932,923,11595,6316,28556,1017,2,1,200,0,0,0,0,256,149,0,1,1,1,40,0
1312,131200,11550,8002,27920,921,11587,6329,28553,1016,2,1,200,0,0,0,0,256,149,0,1,1,1,40,0
1313,131300,11633,8020,27907,939,11591,6662,28427,998,2,1,200,1,0,0,0,256,149,0,1,1,1,40,0
1314,131400,11563,5503,28961,1065,11586,6695,28431,1000,2,1,200,1,0,0,0,256,149,0,1,1,1,40,0
1315,131500,11577,5386,28930,1058,11582,6704,28430,998,2,1,200,1,0,0,0,256,149,0,1,1,1,40,0
1316,131600,11609,5457,28924,1079,11586,6711,28427,998,2,1,200,1,0,0,0,256,149,0,1,1,1,40,0
1317,131700,11645,5438,28925,1065,11587,6723,28426,997,2,1,200,1,0,0,0,256,149,0,1,1,1,40,0
1318,131800,11639,5358,28924,1046,11598,6400,28552,1012,2,1,200,0,0,0,0,256,149,0,1,1,1,40,0
1319,131900,11608,7919,27909,931,11603,6385,28550,1013,2,1,200,0,0,0,0,256,149,0,1,0,0,0,0
1320,132000,11589,7850,27903,949,11607,6366,28547,1016,2,1,200,0,0,0,0,256,150,0,1,0,0,0,0
1321,132100,11608,7922,27946,944,11604,6354,28552,1017,2,1,200,0,0,0,0,256,151,0,1,1,1,40,0
1322,132200,11547,8021,27870,938,11602,6668,28416,1001,2,1,200,1,0,0,0,256,151,0,1,1,1,40,0
1323,132300,11575,5376,28943,1059,11602,6667,28418,1001,2,1,200,1,0,0,0,256,151,0,1,1,1,40,0
1324,132400,11523,5349,28925,1071,11591,6654,28418,1000,2,1,200,1,0,0,0,256,151,0,1,1,1,40,0
1325,132500,11600,5267,28945,1057,11586,6632,28420,999,2,1,200,1,0,0,0,256,151,0,1,1,1,40,0
1326,132600,11523,5304,28969,1088,11571,6626,28426,1004,2,1,200,1,0,0,0,256,151,0,1,1,1,40,0
1327,132700,11598,5539,28917,1061,11570,6328,28552,1020,2,1,200,0,0,0,0,256,151,0,1,1,1,40,0
1328,132800,11561,7826,27899,945,11566,6325,28551,1020,2,1,200,0,0,0,0,256,151,0,1,0,0,0,0
1329,132900,11570,7959,27941,942,11562,6330,28551,1020,2,1,200,0,0,0,0,256,152,0,1,1,1,40,0
1330,133000,11508,7907,27937,945,11557,6315,28559,1021,2,1,200,0,0,0,0,256,152,0,1,1,1,40,0
1331,133100,11593,7930,27910,948,11559,6635,28430,1007,2,1,200,1,0,0,0,256,152,0,1,1,1,40,0
1332,133200,11574,5345,28972,1066,11565,6634,28436,1006,2,1,200,1,0,0,0,256,152,0,1,1,1,40,0
1333,133300,11651,5358,28981,1060,11572,6646,28440,1006,2,1,200,1,0,0,0,256,152,0,1,1,1,40,0
1334,133400,11572,5300,28929,1064,11578,6645,28435,1003,2,1,200,1,0,0,0,256,152,0,1,1,1,40,0
1335,133500,11638,5252,28909,1070,11583,6609,28434,1005,2,1,200,1,0,0,0,256,152,0,1,1,1,40,0
1336,133600,11566,5287,28982,1081,11584,6292,28570,1022,2,1,200,0,0,0,0,256,152,0,1,1,1,40,0
1337,133700,11548,8008,27928,939,11581,6298,28568,1021,2,1,200,0,0,0,0,256,152,0,1,1,1,40,0
1338,133800,11604,8002,27948,933,11593,6310,28569,1020,2,1,200,0,0,0,0,256,152,0,1,1,1,40,0
1339,133900,11529,7992,27926,936,11585,6318,28571,1018,2,1,200,0,0,0,0,256,152,0,1,1,1,40,0
1340,134000,11579,7867,27904,935,11585,6633,28438,1002,2,1,200,1,0,0,0,256,152,0,1,1,1,40,0
1341,134100,11578,5374,28948,1073,11576,6635,28434,1003,2,1,200,1,0,0,0,256,152,0,1,1,1,40,0
1342,134200,11596,5344,28930,1070,11579,6640,28434,1004,2,1,200,1,0,0,0,256,152,0,1,1,1,40,0
1343,134300,11582,5274,28949,1096,11572,6643,28439,1007,2,1,200,1,0,0,0,256,152,0,1,1,1,40,0
1344,134400,11557,5341,28894,1081,11571,6650,28428,1007,2,1,200,1,0,0,0,256,152,0,1,1,1,40,0
1345,134500,11529,5478,28936,1063,11569,6334,28554,1023,2,1,200,0,0,0,0,256,152,0,1,1,1,40,0
1346,134600,11542,7961,27911,934,11561,6328,28549,1023,2,1,200,0,0,0,0,256,152,0,1,0,0,0,0
1347,134700,11551,7906,27897,938,11564,6318,28546,1023,2,1,200,0,0,0,0,256,153,0,1,1,1,40,0
1348,134800,11591,7908,27907,951,11565,6323,28546,1025,2,1,200,0,0,0,0,256,153,0,1,1,1,40,0
1349,134900,11587,7888,27925,948,11566,6637,28418,1010,2,1,200,1,0,0,0,256,153,0,1,1,1,40,0
1350,135000,11511,5352,28957,1083,11556,6638,28422,1011,2,1,200,1,0,0,0,256,153,1,1,1,1,40,1
1351,135100,11601,5379,28925,1068,11558,6651,28419,1008,2,1,200,1,0,0,0,256,154,1,1,1,0,1,0
1352,135200,11534,5412,28942,1087,11555,6660,28425,1009,2,1,200,1,0,0,0,256,154,1,1,1,1,40,1
1353,135300,11581,5448,28954,1084,11562,6656,28427,1011,2,1,200,1,0,0,0,256,155,1,1,1,0,1,0
1354,135400,11624,5378,28955,1068,11572,6333,28557,1028,2,1,200,0,0,0,0,256,155,1,1,1,1,40,1
1355,135500,11505,8143,27877,957,11566,6363,28555,1030,2,1,200,0,0,0,0,256,156,1,1,1,0,1,0
1356,135600,11507,8059,27964,949,11556,6382,28562,1030,2,1,200,0,0,0,0,256,156,1,1,1,1,40,1
1357,135700,11595,8095,27908,959,11557,6408,28560,1031,2,1,200,1,0,0,0,256,157,1,1,1,0,1,0
1358,135800,11580,5283,28990,1090,11565,6399,28564,1032,2,1,200,0,0,0,0,256,157,1,1,0,0,0,0
1359,135900,11612,7909,27913,966,11567,6715,28437,1020,2,1,200,1,0,0,0,256,158,1,1,1,1,40,1
1360,136000,11538,5483,28956,1073,11567,6724,28439,1018,2,1,200,1,0,0,0,256,159,1,1,1,0,1,0
1361,136100,11566,5415,28929,1094,11565,6720,28436,1019,2,1,200,1,0,0,0,256,159,1,1,1,1,40,1
1362,136200,11524,5460,28961,1070,11553,6730,28437,1019,2,1,200,1,0,0,0,256,160,1,1,1,0,1,0
1363,136300,11541,5409,28955,1085,11557,6389,28572,1035,2,1,200,0,0,0,0,256,160,1,1,1,1,40,1
1364,136400,11545,7940,27881,977,11562,6374,28561,1039,2,1,200,0,0,0,0,256,161,1,1,1,0,1,0
1365,136500,11492,7870,27894,963,11549,6346,28559,1039,2,1,200,0,0,0,0,256,161,1,1,0,0,0,0
1366,136600,11603,7916,27904,950,11552,6675,28424,1022,2,1,200,1,0,0,0,256,162,1,1,1,1,40,1
1367,136700,11539,5563,28923,1079,11543,6382,28550,1036,2,1,200,0,0,0,0,256,163,1,1,1,0,1,0
1368,136800,11580,8018,27895,978,11548,6698,28417,1024,2,1,200,1,0,0,0,256,163,1,1,1,1,40,1
1369,136900,11532,5317,28956,1071,11544,6686,28421,1021,2,1,200,1,0,0,0,256,164,1,1,1,0,1,0
1370,137000,11528,5388,28893,1100,11545,6677,28412,1025,2,1,200,1,0,0,0,256,164,1,1,0,0,0,0
1371,137100,11556,5453,28949,1084,11546,6683,28411,1025,2,1,200,1,0,0,0,256,165,1,1,1,1,40,1
1372,137200,11563,5504,28929,1084,11549,6378,28542,1038,2,1,200,0,0,0,0,256,166,1,1,1,0,1,0
1373,137300,11576,8068,27915,987,11559,6403,28545,1041,2,1,200,1,0,0,0,256,166,1,1,1,1,40,1
1374,137400,11595,5627,28937,1090,11558,6117,28674,1059,2,1,200,0,0,0,0,256,167,1,1,1,0,1,0
1375,137500,11552,7933,27910,955,11560,6413,28548,1043,2,1,200,1,0,0,0,256,167,1,1,1,1,40,1
1376,137600,11561,5460,28974,1091,11557,6093,28682,1057,2,1,200,0,0,0,0,256,168,1,1,1,0,1,0
1377,137700,11499,8060,27918,978,11553,6436,28553,1046,2,1,200,1,0,0,0,256,168,1,1,0,0,0,0
1378,137800,11545,5545,28961,1091,11555,6456,28561,1045,2,1,200,1,0,0,0,256,169,1,1,1,1,40,1
1379,137900,11490,5390,28908,1074,11547,6448,28556,1043,2,1,200,1,0,0,0,256,170,1,1,1,0,1,0
1380,138000,11579,5548,28948,1092,11549,6453,28558,1044,2,1,200,1,0,0,0,256,170,1,1,1,1,40,1
1381,138100,11531,5372,28982,1089,11544,6116,28692,1057,2,1,200,0,0,0,0,256,171,1,1,1,0,1,0
1382,138200,11570,8164,27955,974,11540,6434,28569,1043,2,1,200,1,0,0,0,256,171,1,1,1,1,40,1
1383,138300,11489,5376,28929,1078,11533,6114,28696,1058,2,1,200,0,0,0,0,256,172,1,1,1,0,1,0
1384,138400,11551,8062,27920,965,11531,6439,28565,1042,2,1,200,1,0,0,0,256,172,1,1,1,1,40,1
1385,138500,11557,5504,28918,1089,11539,6120,28690,1056,2,1,200,0,0,0,0,256,173,1,1,1,0,1,0
1386,138600,11484,7854,27884,945,11531,6408,28555,1038,2,1,200,1,0,0,0,256,173,1,1,1,1,40,1
1387,138700,11525,5325,28921,1097,11535,6400,28557,1041,2,1,200,0,0,0,0,256,174,1,1,1,0,1,0
1388,138800,11565,7988,27923,959,11534,6705,28429,1024,2,1,200,1,0,0,0,256,174,1,1,1,1,40,1
1389,138900,11479,5426,28942,1101,11527,6712,28424,1026,2,1,200,1,0,0,0,256,175,1,1,0,0,0,1
1390,139000,11516,5482,28948,1102,11520,6377,28548,1042,2,1,200,0,0,0,0,256,176,1,1,1,0,1,0
1391,139100,11582,8053,27893,962,11532,6711,28418,1027,2,1,200,1,0,0,0,256,176,1,1,1,1,40,1
1392,139200,11569,5395,28877,1097,11534,6378,28538,1044,2,1,200,0,0,0,0,256,177,1,1,1,0,1,0
1393,139300,11534,8050,27896,983,11531,6696,28410,1030,2,1,200,1,0,0,0,256,177,1,1,1,1,40,1
1394,139400,11518,5416,28928,1082,11536,6391,28541,1047,2,1,200,0,0,0,0,256,178,1,1,1,0,1,0
1395,139500,11521,7913,27842,956,11535,6715,28406,1030,2,1,200,1,0,0,0,256,178,1,1,1,1,40,1
1396,139600,11502,5510,28909,1084,11527,6405,28529,1045,2,1,200,1,0,0,0,256,179,1,1,1,0,1,0
1397,139700,11538,5489,28938,1086,11535,6413,28528,1044,2,1,200,1,0,0,0,256,179,1,1,1,1,40,1
1398,139800,11545,5493,28960,1082,11538,6414,28530,1041,2,1,200,1,0,0,0,256,180,1,1,1,0,1,0
1399,139900,11516,5458,28959,1083,11530,6090,28663,1056,2,1,200,0,0,0,0,256,180,1,1,1,1,40,1
1400,140000,11504,7972,27927,947,11522,6412,28544,1037,2,1,200,1,0,0,0,256,181,0,1,1,0,1,0
1401,140100,11527,5549,28931,1092,11521,6100,28674,1051,2,1,200,0,0,0,0,256,181,0,1,1,1,40,0
1402,140200,11556,8001,27920,976,11526,6423,28548,1038,2,1,200,1,0,0,0,256,181,0,1,1,1,40,0
1403,140300,11503,5396,28927,1099,11523,6108,28683,1056,2,1,200,0,0,0,0,256,181,0,1,1,1,40,0
1404,140400,11550,8010,27928,959,11529,6421,28561,1040,2,1,200,1,0,0,0,256,181,0,1,1,1,40,0
1405,140500,11541,5439,28941,1090,11530,6414,28561,1041,2,1,200,1,0,0,0,256,181,0,1,1,1,40,0
1406,140600,11485,5613,28958,1093,11522,6429,28561,1042,2,1,200,1,0,0,0,256,181,0,1,1,1,40,0
1407,140700,11469,5544,28934,1083,11516,6440,28558,1042,2,1,200,1,0,0,0,256,181,0,1,1,1,40,0
1408,140800,11488,5479,28899,1082,11514,6128,28679,1059,2,1,200,0,0,0,0,256,181,0,1,1,1,40,0
1409,140900,11539,7962,27876,945,11516,6430,28547,1040,2,1,200,1,0,0,0,256,181,0,1,1,1,40,0
1410,141000,11533,5445,28958,1073,11513,6111,28677,1053,2,1,200,0,0,0,0,256,181,0,1,1,1,40,0
